Athlete,Statistic,Team,Total
"Wallace, S",deflectionWithNoGain,NSW Swifts,4
"Wallace, S",disposals,NSW Swifts,606
"Wallace, S",feeds,NSW Swifts,59
"Wallace, S",feedWithAttempt,NSW Swifts,49
"Wallace, S",gain,NSW Swifts,0
"Wallace, S",gainToGoalPerc,NSW Swifts,0
"Wallace, S",generalPlayTurnovers,NSW Swifts,52
"Wallace, S",goal_from_zone1,NSW Swifts,442
"Wallace, S",goal_from_zone2,NSW Swifts,40
"Wallace, S",goal1,NSW Swifts,442
"Wallace, S",goal2,NSW Swifts,40
"Wallace, S",goalAssists,NSW Swifts,36
"Wallace, S",goalAttempts,NSW Swifts,547
"Wallace, S",goalMisses,NSW Swifts,65
"Wallace, S",goals,NSW Swifts,482
"Wallace, S",interceptPassThrown,NSW Swifts,14
"Wallace, S",intercepts,NSW Swifts,0
"Wallace, S",minutesPlayed,NSW Swifts,621
"Wallace, S",missedGoalTurnover,NSW Swifts,12
"Wallace, S",netPoints,NSW Swifts,786.5
"Wallace, S",obstructionPenalties,NSW Swifts,3
"Wallace, S",offsides,NSW Swifts,0
"Wallace, S",passes,NSW Swifts,59
"Wallace, S",penalties,NSW Swifts,15
"Wallace, S",pickups,NSW Swifts,21
"Wallace, S",points,NSW Swifts,522
"Wallace, S",possessionChanges,NSW Swifts,64
"Wallace, S",possessions,NSW Swifts,599
"Wallace, S",quartersPlayed,NSW Swifts,46
"Wallace, S",rebounds,NSW Swifts,31
"Wallace, S",tossUpWin,NSW Swifts,0
"Ward, J",attempt_from_zone1,Collingwood Magpies,0
"Ward, J",attempt_from_zone2,Collingwood Magpies,0
"Ward, J",attempts1,Collingwood Magpies,0
"Ward, J",attempts2,Collingwood Magpies,0
"Ward, J",badHands,Collingwood Magpies,4
"Ward, J",badPasses,Collingwood Magpies,2
"Ward, J",blocked,Collingwood Magpies,0
"Ward, J",blocks,Collingwood Magpies,1
"Ward, J",breaks,Collingwood Magpies,6
"Ward, J",centrePassReceives,Collingwood Magpies,35
"Ward, J",centrePassToGoalPerc,Collingwood Magpies,0
"Ward, J",contactPenalties,Collingwood Magpies,138
"Ward, J",deflections,Collingwood Magpies,48
"Ward, J",deflectionWithGain,Collingwood Magpies,9
"Ward, J",deflectionWithNoGain,Collingwood Magpies,39
"Ward, J",disposals,Collingwood Magpies,4
"Ward, J",feeds,Collingwood Magpies,0
"Ward, J",feedWithAttempt,Collingwood Magpies,0
"Ward, J",gain,Collingwood Magpies,54
"Ward, J",gainToGoalPerc,Collingwood Magpies,0
"Ward, J",generalPlayTurnovers,Collingwood Magpies,22
"Ward, J",goal_from_zone1,Collingwood Magpies,0
"Ward, J",goal_from_zone2,Collingwood Magpies,0
"Ward, J",goal1,Collingwood Magpies,0
"Ward, J",goal2,Collingwood Magpies,0
"Ward, J",goalAssists,Collingwood Magpies,0
"Ward, J",goalAttempts,Collingwood Magpies,0
"Ward, J",goalMisses,Collingwood Magpies,0
"Ward, J",goals,Collingwood Magpies,0
"Ward, J",interceptPassThrown,Collingwood Magpies,11
"Ward, J",intercepts,Collingwood Magpies,29
"Ward, J",minutesPlayed,Collingwood Magpies,630
"Ward, J",missedGoalTurnover,Collingwood Magpies,0
"Ward, J",netPoints,Collingwood Magpies,450.5
"Ward, J",obstructionPenalties,Collingwood Magpies,42
"Ward, J",offsides,Collingwood Magpies,1
"Ward, J",passes,Collingwood Magpies,0
"Ward, J",penalties,Collingwood Magpies,181
"Ward, J",pickups,Collingwood Magpies,15
"Ward, J",points,Collingwood Magpies,0
